id,revenue
3001,2354128.824043279
3002,3371885.4352380834
3003,5976433.020033728
3004,7793763.530772125
3005,907533.4747394747
3006,1275997.0739900426
3007,1470729.8511436984
3008,41295681.59977376
3009,24894237.374332123
3010,497139112.34815055
3011,419864.6093314455
3012,154141.4466552302
3013,35892260.0825284
3014,132808.85851346463
3015,36020763.35746128
3016,56510.026567296736
3017,103185630.63398373
3018,99941209.44650197
3019,6877814.864820459
3020,479767624.7306513
3021,31909734.88639373
3022,62903631.5652565
3023,312663.1766186655
3024,17213692.018823598
3025,240189.75374302643
3026,88746289.73281041
3027,2433843.6577018476
3028,44051403.22398495
3029,313392.45065405563
3030,36683056.71154493
3031,9617923.122756911
3032,4587746.891206382
3033,2088.246614852059
3034,197696.315058744
3035,156573.97278781142
3036,4584368.838571498
3037,78041448.12495892
3038,11151650.048912216
3039,4682681.804019488
3040,1183018.5917966326
3041,17882040.676782887
3042,1132080.931675924
3043,8061775.6872319495
3044,1568972.6838221508
3045,695126551.4757956
3046,1168344.3486290225
3047,1110107.0660850978
3048,13848227.056885693
3049,28262615.369548894
3050,47661223.26527978
3051,3988.382933998294
3052,17164098.033004887
3053,168186.6668953486
3054,117050.9664330031
3055,67389874.55908404
3056,63470.573803567684
3057,49738886.22093447
3058,181210498.06101096
3059,368329.3131166321
3060,70411785.7423692
3061,59830797.4151041
3062,7602891.427677218
3063,32327115.133707132
3064,53712153.87282488
3065,29492933.42699548
3066,128326032.96243313
3067,476584.7827438593
3068,77388354.40996505
3069,192723170.01851046
3070,609058.7239654663
3071,3424837.7175849965
3072,244639254.39945102
3073,1227662.8316948093
3074,305874.6137944099
3075,36130273.98782249
3076,238281679.048162
3077,3579967.631178404
3078,118240748.49399571
3079,16785323.70249812
3080,147378392.41522697
3081,16671236.295429895
3082,5706173.553018373
3083,5228406.033761848
3084,1840.0725874351212
3085,9341888.722081574
3086,47096568.50411536
3087,85400.30244866003
3088,146606.8583581612
3089,16734.506343511028
3090,32948975.723172925
3091,26879933.75296901
3092,646689.9687934048
3093,153739454.03242597
3094,132033559.92907858
3095,56245726.392194524
3096,2949071.9025952322
3097,609724645.3804097
3098,20465623.697538394
3099,55755844.5151205
3100,3429523.9805361964
3101,12044470.801811103
3102,309956.47168100777
3103,625272.8305748082
3104,1716053.189810447
3105,75934288.75317195
3106,70221474.6339567
3107,34646201.77832775
3108,3062337.847698547
3109,8881572.148124913
3110,258118177.13298574
3111,6518626.37711616
3112,125066.97591676824
3113,6958664.149366328
3114,13864595.710020317
3115,16476242.399436435
3116,6351085.64995159
3117,174320.45086680207
3118,1533355.0350159127
3119,180101767.24978942
3120,49400744.550532594
3121,199382.75700990952
3122,4833834.3472368345
3123,6346627.913706408
3124,624868.5780653419
3125,360595.17633474356
3126,51418490.29940575
3127,12600708.70504085
3128,17934772.88063172
3129,286218974.09552366
3130,12492427.960575128
3131,2074829.6090881
3132,7505488.415444817
3133,438371.1150789184
3134,14778933.428193321
3135,1942726.1521888142
3136,2407927.9240038893
3137,79650352.31034867
3138,653157.2536235125
3139,25271085.59219323
3140,92251838.21040265
3141,8021980.35197932
3142,847911.4564243295
3143,129174789.69604425
3144,6797804.911516419
3145,3776503.428088384
3146,771548.3960490301
3147,11673765.556540484
3148,1224661.963012346
3149,63773270.77618291
3150,90717062.78626889
3151,5701021.976566636
3152,9821120.529811697
3153,675152.3311320916
3154,7377892.054751289
3155,33545423.420532767
3156,5331029.537744838
3157,16489632.997318812
3158,145325777.8963825
3159,7717273.025314011
3160,15025201.0531848
3161,306831.68530412397
3162,1861752.6312765048
3163,99505956.41854334
