id,revenue
3001,1747052.4341726706
3002,4720606.843811312
3003,6209226.42387617
3004,8151437.613933668
3005,990430.414852732
3006,1287573.9689695581
3007,1362905.9940939713
3008,42548980.89471182
3009,22874010.069057606
3010,511351206.6927847
3011,396098.60403419327
3012,168862.94141527414
3013,37047594.66739499
3014,118293.32055691154
3015,35375685.14412471
3016,86579.55663145357
3017,103207919.56205767
3018,89198273.74909389
3019,6281378.594743997
3020,507814702.69903004
3021,32322190.661268316
3022,59318075.69114336
3023,236825.16380669537
3024,18087646.342080664
3025,393540.67323980853
3026,90333457.79622823
3027,2632520.1270283125
3028,47960108.33700007
3029,284797.8181186267
3030,35304819.2708428
3031,8654652.973452847
3032,5233679.468877381
3033,3072.1247235131395
3034,265484.3710196353
3035,261021.39926761214
3036,5276826.094626551
3037,75611702.03111151
3038,10235408.552952092
3039,4664421.663070828
3040,1033501.4727457631
3041,18249524.543764498
3042,987549.3240590283
3043,7223063.079900006
3044,1611096.3353952568
3045,739119802.0706629
3046,1087008.817007019
3047,815245.2653318446
3048,16454540.03962799
3049,31080263.236088876
3050,56030381.73240944
3051,4446.122263800785
3052,17045116.4381622
3053,160140.87737781034
3054,99294.29920104885
3055,66432551.507499374
3056,74450.61179721942
3057,47883403.645117745
3058,166866285.47754252
3059,384630.83851726097
3060,71117532.6508702
3061,67171250.91515055
3062,6835695.5510966685
3063,29094706.580184437
3064,46794676.86407543
3065,28167819.665299542
3066,127585757.87156343
3067,449491.61231373186
3068,75550379.02608979
3069,168517751.80641752
3070,595495.142659029
3071,2923002.74270814
3072,246128116.28029352
3073,1034120.4119094519
3074,216899.61547506246
3075,36506375.763133325
3076,275608220.52793807
3077,6164676.957498165
3078,124201764.29670048
3079,15057351.72135458
3080,142287236.91330147
3081,16254016.988747224
3082,5938713.239367954
3083,5387221.920414042
3084,2031.7601904465987
3085,8898486.497987753
3086,54083446.63772996
3087,114254.65914753417
3088,150945.577356648
3089,6567.142392408707
3090,34141280.79640122
3091,26500125.823102154
3092,791445.2286973863
3093,143178923.5143172
3094,132608824.07761286
3095,54794597.96499881
3096,2600390.6260085986
3097,685051428.1860917
3098,20518343.36819456
3099,53922027.306126006
3100,3376075.5468838443
3101,11044315.214633081
3102,415681.1494034768
3103,694010.1790135032
3104,1291569.7402319894
3105,77289807.86299689
3106,68001047.28396283
3107,35649781.21274653
3108,2977521.317484571
3109,8356159.813580348
3110,272802200.18668634
3111,6872475.787855683
3112,123372.10682777812
3113,6508131.906427192
3114,15838356.045982517
3115,17810818.745572977
3116,5571085.493409125
3117,172924.96944267047
3118,1417870.6002723044
3119,182627919.63761127
3120,40287957.53168039
3121,218278.89258632803
3122,6201106.20597361
3123,5403951.436774636
3124,677322.9327592144
3125,423256.699468962
3126,50811595.760454826
3127,12138394.558286034
3128,16645538.651862612
3129,288879132.67408055
3130,11987897.337446645
3131,1846533.2696556426
3132,8222725.338629233
3133,360465.69530404155
3134,15428274.9862699
3135,1801731.923033711
3136,2231627.318230753
3137,82777858.98800737
3138,395646.4391299967
3139,25667934.159325927
3140,89861780.21425675
3141,7564451.507116153
3142,516602.78632801614
3143,133424038.54279245
3144,6313927.684025502
3145,4140687.6675856235
3146,837046.2648595778
3147,11093957.465564365
3148,1099362.788221444
3149,77437578.97804745
3150,88113562.34055437
3151,6069190.397780756
3152,11808483.586257946
3153,775644.4814776229
3154,7714086.578711463
3155,29473178.898657702
3156,5385853.763543858
3157,18037068.558435775
3158,136961604.58444056
3159,7379795.364599504
3160,16534127.450328896
3161,302542.3372435721
3162,1694725.2767710066
3163,113309314.71520123
3164,1703749.5259662657
3165,85353.03073342437
3166,416614.0618213507
3167,68993972.5053068
3168,242818.08293779782
3169,22654121.17834808
3170,5976672.659443247
3171,14854709.971559417
3172,26840952.899344042
3173,489324.8431726945
3174,229623.63574384418
3175,4619801.240562978
3176,32351421.298483226
3177,96786859.61898522
3178,3099993.311898079
3179,7338980.8376151975
3180,805155.1941547048
3181,240234.4055355095
3182,115088788.95057714
3183,33346877.700153034
3184,30705417.235765062
3185,57576077.12906948
3186,90461499.26785684
3187,2104241.549563479
3188,12187836.124752728
3189,58993369.5475206
3190,28799491.808329996
3191,10301875.016315412
3192,588624.5837372384
3193,179377659.53317213
3194,56206703.62655104
3195,61676.41643570262
3196,1110033.859176621
3197,12413337.401615215
3198,205023643.946406
3199,255205048.95770392
3200,9631508.937490175
3201,1412741.8630681452
3202,4210971.714033355
3203,1224216.7247225896
3204,2988409.6480906405
3205,835442.2678201443
3206,18016759.500423305
3207,21705150.150527906
3208,2120475.9028702173
3209,7181371.867195339
3210,793399325.1085501
3211,515737.6494934701
3212,30827907.030215017
3213,38963915.28652412
3214,3662366.3764797803
3215,2740071.8128648167
3216,5613486.625885994
3217,668586565.6656334
3218,2690150.3418414276
3219,180394.27988758005
3220,45919007.514917545
3221,3644117.3907656893
3222,885589.5451811457
3223,23106657.881597266
3224,60025.62200645451
3225,2808466.5949450033
3226,2003569.1240316331
3227,60184003.6918691
3228,192603820.9513636
3229,96697715.37854457
3230,24425419.042087913
3231,31130694.52973852
3232,24517240.14674504
3233,5001312.7757717855
3234,1742223.7127491422
3235,1548109.735666636
3236,98291.11357583548
3237,11391280.457976814
3238,1459791.4475208905
3239,69538.33511156154
3240,448138911.95612425
3241,1317416.4529029615
3242,3243375.8528075805
3243,2812899.8661667844
3244,458962.33885890606
3245,1069936.3543991444
3246,26618958.964208677
3247,23359664.154816933
3248,47632542.19040267
3249,40666167.29650374
3250,362582701.0447265
3251,307523.4981358832
3252,21240881.362783756
3253,48372994.29599233
3254,349773.2228990716
3255,135087.79840785608
3256,33349243.088580213
3257,14445037.143203102
3258,13272017.92499432
3259,34802979.67130925
3260,1908938.374897652
3261,342716362.4178813
3262,33540363.35063579
3263,128271.92309753798
3264,192973.06124683504
3265,63082.47996779736
3266,242884.08715006735
3267,15966498.202920156
3268,99310.53401215655
3269,47464370.39141928
3270,42662527.22058212
3271,2584729.5924400557
3272,8932662.64864047
3273,5144663.417658087
3274,456101944.87993354
3275,21123313.075991765
3276,339456.76891934994
3277,14322594.553913403
3278,50161815.91539663
3279,9015206.16631096
3280,235435693.0945368
3281,225544.29837636073
3282,7768757.520647462
3283,398043638.6482779
3284,33737844.92777263
3285,41752202.188232146
3286,285540.0404728075
3287,1948792.5002227114
3288,5542857.144793332
3289,25079912.37610679
3290,70110636.03226855
3291,13921328.86532857
3292,244137317.67332977
3293,37341688.052055575
3294,3886538.9619351975
3295,5590359.709118268
3296,566931.3550830269
3297,1607584.852353315
3298,36777477.50233958
3299,3508885.351268065
3300,30563311.292083304
3301,157760.79427490424
3302,1228281.1661180856
3303,2138086.609750288
3304,2437974.219957966
3305,70942550.9105082
3306,384583.8287490022
3307,49980138.8450537
3308,16569453.72232584
3309,428864.28855476814
3310,3843222.441791172
3311,1877804.8133701414
3312,1278798.9070134382
3313,46201860.10959935
3314,19065877.41696267
3315,58608936.61216504
3316,9843066.1880736
3317,398175.73016027524
3318,70744.8683545323
3319,4505015.206425784
3320,16314265.3840708
3321,6455542.162698966
3322,4824492.680266279
3323,97410541.45427996
3324,2279324.250625427
3325,36512149.14532482
3326,200394014.8516872
3327,77389031.56577405
3328,21557532.542524226
3329,2966873.491248173
3330,89537838.57383883
3331,416350.2963071374
3332,50586975.32280113
3333,239503537.3405369
3334,1343716.1890947104
3335,23157310.365271457
3336,9913176.842505386
3337,44708.23059250766
3338,14771413.378548477
3339,991167.6240985977
3340,90917055.35854445
3341,3116020.9464304354
3342,55499894.68265596
3343,42106714.29066177
3344,1005662.8243840982
3345,2430443.8934239997
3346,10900405.875372648
3347,156246.5357805017
3348,29069239.274784833
3349,22176115.592965487
3350,408953358.7500231
3351,25197631.878052235
3352,751522.027869137
3353,61273942.42568274
3354,3412897.873257805
3355,3949300.9293679227
3356,9976879.112505602
3357,464977.77959956886
3358,15807090.844230872
3359,23431763.66070547
3360,10333441.427746493
3361,99276542.82550482
3362,7653912.765714032
3363,3384864.4431998827
3364,20103557.10641961
3365,260167.85651986138
3366,62216761.760732375
3367,84772995.4385005
3368,1016095.0913291716
3369,28432782.441458642
3370,64327551.39535202
3371,34440174.930704385
3372,28416318.666129664
3373,60077269.77617039
3374,10824935.794627879
3375,64204413.85706913
3376,19774987.400868446
3377,5371398.714388933
3378,10028037.098188752
3379,153374344.72242305
3380,61070472.066136055
3381,690039.1795512406
3382,176170.57837495394
3383,1817338.819358396
3384,43227002.48309597
3385,71034415.88638534
3386,613265.6287745056
3387,5704374.723547418
3388,88437540.91171268
3389,860296339.5092827
3390,4143355.6302479627
3391,9049030.341310991
3392,9921428.59689889
3393,2460079.950138346
3394,82529501.33142386
3395,142731955.87755975
3396,5393630.514010725
3397,175062.5284268859
3398,230963103.8800183
3399,102073266.04676773
3400,7160007.072199807
3401,2826646.4682010566
3402,186058.4125593888
3403,54621541.389929764
3404,11369211.602887833
3405,12262723.998488266
3406,107698936.13265577
3407,200523875.8489007
3408,23690368.94960006
3409,2873658.101028948
3410,40443214.50120817
3411,76612204.65082273
3412,11382570.467532286
3413,35384657.31749845
3414,1033762.356770199
3415,6957703.913444929
3416,20181596.965010665
3417,76956799.37137368
3418,38938461.78821903
3419,402731588.2358615
3420,622721.2688920146
3421,7411836.629704007
3422,540224.4338274332
3423,508175706.57164
3424,216331.96353870115
3425,2709829.2666417435
3426,11597149.60661444
3427,21331761.094079282
3428,1886668.0219010767
3429,17588020.483150557
3430,438071218.4485095
3431,1347243.071910784
3432,1719835.804061979
3433,11440608.702215798
3434,5489007.287555691
3435,422415976.9841383
3436,135758179.9084948
3437,2695517.3538136305
3438,18952922.580265455
3439,27836667.651108935
3440,99497827.3623119
3441,61483069.94432077
3442,590579.2910499313
3443,886984.2054848409
3444,154419.01931463956
3445,72131751.4880962
3446,211949.71557469887
3447,4088006.8990066177
3448,17522427.0865437
3449,16558490.725132234
3450,85826584.87949273
3451,31372543.352142625
3452,38875120.44597583
3453,25389993.84503026
3454,27277457.79228411
3455,4955971.300271089
3456,93797083.41891009
3457,6582320.995025704
3458,18973149.204026245
3459,757230023.707451
3460,22102072.396472167
3461,4258206.895170282
3462,4784449.579126332
3463,30911898.851039678
3464,214069.93482370148
3465,29722886.621954367
3466,16572756.167602584
3467,9229993.422907533
3468,97248270.18703023
3469,817966.4027503785
3470,54162.75056134748
3471,45661723.39009015
3472,1645266.126237725
3473,28940883.93706562
3474,50565663.919961676
3475,183301977.62437767
3476,4718156.384041972
3477,21852149.83631812
3478,4635921.592293381
3479,271455593.9282896
3480,9675319.032375125
3481,3259735.048299482
3482,2342949.4291206487
3483,936814.1169853352
3484,1111007.2136323769
3485,86142642.06017625
3486,114473751.36568002
3487,82868556.1758287
3488,71377357.65568489
3489,8118571.608488748
3490,24099041.780944593
3491,18812018.749407593
3492,3333896.6463010935
3493,20169108.58559652
3494,938984.2756835502
3495,107717212.32198371
3496,5005333.457640837
3497,41726343.17724862
3498,20573831.692224972
3499,25777280.24128171
3500,100827.79003626577
3501,51996869.91710591
3502,48091195.05206984
3503,32931647.2264437
3504,45282540.80275788
3505,2882773.0743313152
3506,80076276.41203894
3507,93023744.35790068
3508,12385432.924261382
3509,6187900.921940413
3510,14551872.20271698
3511,32226426.39208731
3512,160943495.97624612
3513,12059809.019062785
3514,14885220.216938403
3515,4811053.7704583965
3516,15896836.859115142
3517,879362378.4341737
3518,27881241.39408835
3519,2174919.1911733574
3520,1652975.9708290785
3521,163478.1753314635
3522,12988188.814358814
3523,12156778.370431766
3524,48781375.971866585
3525,62108618.86384794
3526,9907763.939211696
3527,13406552.53161066
3528,10062375.29684237
3529,335208525.2802008
3530,20464243.038526982
3531,66581412.82518854
3532,30733492.558891058
3533,29388307.324979868
3534,12593501.879153376
3535,195447575.80972314
3536,3202107.844539007
3537,43969535.8056604
3538,65202000.33655344
3539,42774135.195292324
3540,12812265.765221328
3541,25557398.120161843
3542,29036205.087658107
3543,231118.99179440812
3544,49131616.09091411
3545,362494.57249385107
3546,2016089.390011078
3547,77559593.97939828
3548,249902293.7069336
3549,2859792.004518916
3550,233154041.07726198
3551,93098959.19767496
3552,56249940.73014508
3553,6517827.030443254
3554,136000754.66805598
3555,203329287.70688647
3556,17298051.677236337
3557,6682906.207095709
3558,232214328.34366342
3559,19649330.081195492
3560,112340.23064074058
3561,116712594.11142412
3562,4413747.556839093
3563,8890260.177321697
3564,453976.36039720266
3565,8608560.057209726
3566,53734585.77920532
3567,5774859.061201438
3568,4185213.279975931
3569,92934979.20025179
3570,1039009.6102612512
3571,51332031.27813729
3572,145020251.77489862
3573,4515590.2719809
3574,14907350.16021269
3575,5247223.631267474
3576,14595486.199687079
3577,19515452.183297694
3578,56623236.206379056
3579,16936005.9339569
3580,16976731.841144677
3581,10559204.847548546
3582,118069782.7235673
3583,143481.65957639943
3584,24700916.185516585
3585,36666523.77470355
3586,21750083.480896343
3587,1655856.650339188
3588,1300995.4399520985
3589,16589970.661869388
3590,8231993.573011536
3591,237363526.6774061
3592,878483.9495849619
3593,171876.77114295715
3594,95121.28379873662
3595,14939887.540295556
3596,7806695.731148055
3597,4404997.11200543
3598,34613337.3733444
3599,6431442.94770097
3600,1767686.0478611435
3601,62619.51135725461
3602,260811.91013025146
3603,12717876.922924845
3604,4400149.913519173
3605,43865821.764042646
3606,288452.2100236769
3607,48718110.201595366
3608,155291680.16161612
3609,647204.6596773325
3610,36100330.11674732
3611,176411.60971712816
3612,2233612.915697204
3613,2079377.448969309
3614,106828884.29755583
3615,43971428.89302548
3616,12424341.604236592
3617,15068365.802142372
3618,125844721.63984777
3619,3863.663941960137
3620,167804355.29531208
3621,176011807.37115872
3622,167171280.54662952
3623,72325608.77584912
3624,12630.882533107804
3625,1671150.893695576
3626,21037343.741379365
3627,24981086.14485828
3628,505060121.058921
3629,2208466.223301581
3630,78190.68571975255
3631,61418274.84389168
3632,7520527.101039158
3633,49016246.47782681
3634,1848608.5134449694
3635,1083428.6057830388
3636,40802366.7814197
3637,610120.9495552257
3638,23312857.462134875
3639,53068368.200528644
3640,214779413.3763744
3641,787245.1917516993
3642,1351014.2515535636
3643,7679888.1643712735
3644,6907430.675131021
3645,16644470.704876205
3646,3285627.1964381053
3647,17611093.518832173
3648,2143576.2974793757
3649,8778885.140764125
3650,16179005.402420923
3651,410705632.0561733
3652,24989978.594169
3653,213188281.47653127
3654,5966846.830009369
3655,11944744.779318515
