id,revenue
3001,3172155.68396225
3002,2408506.2321879286
3003,5752367.395860657
3004,7451783.701818273
3005,831574.826947207
3006,1264524.2696464874
3007,1587083.9925044314
3008,40079298.79620023
3009,27092890.682490654
3010,483322017.8052632
3011,445056.57668984623
3012,140703.36625916246
3013,34772954.77240807
3014,149105.55418897004
3015,36677604.61900069
3016,36883.679978247645
3017,103163346.51945814
3018,111978011.7318381
3019,7530884.589203741
3020,453269612.94100726
3021,31502542.36123965
3022,66705920.88123975
3023,412786.53060587356
3024,16381965.197280578
3025,146594.90611764317
3026,87187008.37377737
3027,2250161.3090526164
3028,40461254.00818774
3029,344858.06775057735
3030,38115098.09256968
3031,10688406.036821604
3032,4021534.292119815
3033,1419.362598456744
3034,147217.01141557266
3035,93920.90927786715
3036,3982780.0235065883
3037,80549272.95323369
3038,12149910.586179499
3039,4701013.429216372
3040,1354166.3982225177
3041,17521956.694919758
3042,1297765.2695298595
3043,8997876.166236686
3044,1527950.3946452606
3045,653751829.149098
3046,1255765.8130556156
3047,1511615.7602259135
3048,11654740.378301721
3049,25700407.40015749
3050,40542151.09119651
3051,3577.758408246409
3052,17283910.16597462
3053,176636.6900213624
3054,137983.0028286876
3055,68360993.06772281
3056,54109.85917218785
3057,51666268.77158958
3058,196787772.39100194
3059,352718.6814584766
3060,69713042.43302707
3061,53292506.38858754
3062,8456192.576579688
3063,35918642.78227812
3064,61652214.866564274
3065,30880385.21981922
3066,129070603.26003331
3067,505310.99421592307
3068,79271043.71203089
3069,220405386.73441
3070,622931.2421812762
3071,4012830.0717118387
3072,243159398.84313783
3073,1457427.9501159182
3074,431348.1269224351
3075,35758046.9477753
3076,206010395.68484315
3077,2078968.167340351
3078,112565829.34470977
3079,18711596.62158691
3080,152651713.68777838
3081,17099165.074071392
3082,5482739.323430645
3083,5074272.055808382
3084,1666.4609666870588
3085,9807385.210214775
3086,41012304.167997025
3087,63832.88371607771
3088,142392.8489283012
3089,42640.76320193721
3090,31798309.13897757
3091,27265185.206353903
3092,528410.3992270442
3093,165078903.69105917
3094,131460791.30707097
3095,57735285.13464013
3096,3344507.149401613
3097,542680633.7158606
3098,20413039.48438434
3099,57652027.43367088
3100,3483818.5842976077
3101,13135198.877056656
3102,231121.82879780387
3103,563343.4748792549
3104,2280045.9928863808
3105,74602542.9206278
3106,72514405.24295962
3107,33670874.176562026
3108,3149570.4282491654
3109,9440020.96047911
3110,244224545.55011514
3111,6182995.930128087
3112,126785.1286962052
3113,7440384.953578912
3114,12136803.428226026
3115,15241666.729804963
3116,7240292.555469521
3117,175727.1935746574
3118,1658245.5786522373
3119,177610557.19643772
3120,60574765.00680657
3121,182122.42918239385
3122,3768029.9964142367
3123,7453746.796554485
3124,576476.4736379585
3125,307210.42828678235
3126,52032633.59661071
3127,13080630.97547748
3128,19323861.180304606
3129,283583311.72606665
3130,13018192.593411446
3131,2331351.375719356
3132,6850813.321852423
3133,533113.7475820915
3134,14156921.200977802
3135,2094753.8549519645
3136,2598156.4331568396
3137,76641008.84710738
3138,1078271.3760695057
3139,24880372.648524597
3140,94705464.69081098
3141,8507182.401702309
3142,1391695.2143654139
3143,125060869.65378588
3144,7318764.783269181
3145,3444350.1310129743
3146,711175.6509905367
3147,12283876.39503498
3148,1364242.0185922
3149,52520108.670160644
3150,93397489.12527224
3151,5355187.335504648
3152,8168229.851194867
3153,587679.8818255332
3154,7056349.523886556
3155,38180321.02235923
3156,5276763.384130545
3157,15074954.966911124
3158,154200746.87907958
3159,8070183.519924524
3160,13653981.27171375
3161,311181.84616244613
3162,2045241.7221316984
3163,87384125.35610518
3164,1829671.942685764
3165,79352.86854705856
3166,413923.73861463787
3167,70702653.97586256
3168,438425.19741785096
3169,18527387.707233317
3170,5685024.96501558
3171,7802191.875360052
3172,28426691.16179401
3173,577727.3500498937
3174,169373.15704953665
3175,7601084.995158316
3176,30485232.924453877
